qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_percent_directory,directory_length,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,tls_ssl_certificate,url_shortened,phishing
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,4,0,0,0,0,0,0,10,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,3,0,0,2,0,0,0,14,7,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,74,1,0,0,0,6,0,0,0,5,0,0,53,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,1,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,3,0,0,0,0,0,0,17,10,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,4,0,0,0,0,0,0,4,3,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,2,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,1,0,0,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,10,0,0,2,0,0,0,14,13,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,4,0,0,0,0,0,0,12,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,1,0,0,7,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,2,71,1,0,0,0,6,0,0,1,1,0,0,33,9,1,0,0,0,0,0,1,1,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,5,0,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,6,0,0,1,0,0,0,20,11,-1,-1,-1,-1,-1,-1,0,1,0,0
4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,115,3,0,0,0,5,0,0,1,10,0,0,99,10,-1,-1,-1,-1,-1,-1,0,1,0,0
1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,69,1,0,0,0,6,0,0,0,1,0,0,53,8,-1,-1,-1,-1,-1,-1,0,0,0,1
2,1,8,1,0,1,0,0,0,0,0,0,0,0,0,13,1,221,2,0,0,0,4,0,0,0,0,0,0,9,8,0,1,8,0,0,13,0,1,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,7,0,0,2,0,0,0,19,13,-1,-1,-1,-1,-1,-1,0,1,0,1
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,3,2,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3,0,0,0,10,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,203,2,0,0,0,3,0,0,1,1,0,0,118,12,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,9,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,91,3,0,0,0,5,0,0,0,9,0,0,74,58,-1,-1,-1,-1,-1,-1,0,1,0,0
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,0,0,0,2,0,0,1,1,0,0,37,9,-1,-1,-1,-1,-1,-1,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,11,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,4,0,0,1,0,3,0,42,19,-1,-1,-1,-1,-1,-1,0,0,0,0
2,5,7,10,0,7,0,0,0,0,0,6,0,0,0,7,1,383,2,0,0,0,3,0,0,0,1,0,0,25,11,0,4,7,7,0,7,0,1,0,1
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,87,3,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,0,0,0,1,0,0,0,16,10,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,4,0,0,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,2,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,78,1,0,0,0,10,0,0,0,1,0,0,48,9,-1,-1,-1,-1,-1,-1,0,0,0,1
16,2,0,5,1,6,1,0,0,0,0,0,0,0,0,0,2,295,2,0,0,0,5,0,0,1,1,0,0,43,9,13,1,0,0,1,0,1,0,0,1
5,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,65,1,0,0,0,2,0,0,1,1,0,0,23,9,3,0,0,0,0,0,1,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,3,0,0,1,0,0,0,14,6,-1,-1,-1,-1,-1,-1,0,1,0,0
5,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,147,2,0,0,0,9,0,0,0,5,1,0,90,83,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,5,0,0,0,0,0,0,25,19,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,2,0,0,0,0,0,0,10,2,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,3,0,0,0,0,0,0,21,0,-1,-1,-1,-1,-1,-1,0,0,0,0
3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,75,2,0,0,0,13,0,0,1,3,0,0,48,10,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,5,0,0,0,0,0,0,25,5,-1,-1,-1,-1,-1,-1,0,0,0,1
1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,72,1,0,0,0,4,0,0,0,6,0,0,62,49,-1,-1,-1,-1,-1,-1,0,1,0,0
5,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,79,2,0,0,0,7,0,0,1,1,0,0,13,12,2,0,1,3,0,0,0,0,0,1
4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,70,3,0,0,0,7,0,0,1,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,2,0,0,0,0,0,0,4,3,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,51,1,0,0,0,3,0,0,0,0,0,0,39,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,3,0,0,0,0,0,0,14,0,-1,-1,-1,-1,-1,-1,0,1,0,0
5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,52,4,2,0,0,14,0,0,1,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,15,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,78,2,0,0,0,9,0,0,1,0,0,3,49,16,-1,-1,-1,-1,-1,-1,0,1,0,1
2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,96,1,2,0,0,13,0,0,1,0,1,0,65,12,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,8,0,0,0,0,0,0,12,11,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,6,0,0,0,0,0,0,11,2,-1,-1,-1,-1,-1,-1,0,1,0,1
4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2,0,0,0,8,0,0,2,1,0,0,24,15,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,6,1,100,1,0,0,0,0,0,0,0,0,0,0,34,30,0,0,0,0,0,6,0,1,0,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,3,0,0,0,3,0,0,1,0,0,0,14,10,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,69,2,5,0,0,20,0,0,0,0,0,0,13,5,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,8,0,0,0,0,0,0,14,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,0,0,5,0,0,1,0,0,0,60,8,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,8,0,0,1,0,0,0,9,8,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1,0,0,0,11,0,0,0,0,0,0,29,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,5,0,0,0,0,0,0,11,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,127,3,0,0,0,5,0,0,0,15,0,0,110,94,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,77,2,0,0,0,4,0,0,1,1,2,0,61,15,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,73,1,0,0,0,7,0,0,1,0,0,0,13,12,0,0,0,0,0,0,0,1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,2,2,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,143,1,0,0,0,5,0,0,3,3,0,0,131,0,-1,-1,-1,-1,-1,-1,0,1,0,1
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,4,0,0,0,1,0,0,23,6,-1,-1,-1,-1,-1,-1,0,1,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,1,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,88,2,0,0,0,3,0,0,0,9,0,0,76,0,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,0,0,3,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,7,0,0,1,0,0,0,15,14,-1,-1,-1,-1,-1,-1,0,1,0,1
1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,2,0,0,7,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,0,2,0,0,1,0,0,0,17,9,-1,-1,-1,-1,-1,-1,0,1,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,6,0,0,0,0,0,0,17,6,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,53,1,0,0,0,5,0,0,1,0,0,0,16,15,1,0,0,0,0,0,1,1,0,1
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,51,2,0,0,0,7,0,0,0,0,0,0,27,7,-1,-1,-1,-1,-1,-1,0,0,0,1
2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2,0,0,0,5,0,0,0,2,0,0,38,3,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
4,1,2,9,0,2,0,0,0,0,0,0,0,0,0,0,1,120,2,0,0,0,6,0,0,0,1,1,0,78,0,2,0,1,0,0,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,1,0,0,6,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,10,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,8,0,0,0,0,0,0,25,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,87,2,0,0,0,4,0,0,0,0,7,0,67,50,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,9,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,1,0,0,8,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,6,0,0,1,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,72,2,0,0,0,11,0,0,1,1,0,0,45,16,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,4,0,0,1,0,0,0,18,9,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,1,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,82,2,0,0,0,1,0,0,0,8,0,0,71,49,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,2,0,0,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,8,0,0,1,0,0,0,16,6,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,30,3,1,0,0,7,0,0,0,0,0,0,7,0,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,3,0,0,0,0,0,0,3,2,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,1,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,4,0,0,0,0,0,0,19,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,51,2,0,0,0,6,0,0,0,0,0,0,35,4,-1,-1,-1,-1,-1,-1,0,1,0,1
2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,102,2,0,0,0,8,0,0,0,9,0,0,80,65,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,31,3,0,0,0,5,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,51,2,0,0,0,7,0,0,1,0,0,0,18,8,0,0,0,0,0,0,0,1,0,0
2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,6,1,89,2,0,0,0,2,0,0,0,5,0,6,76,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,6,0,0,1,0,0,0,21,10,-1,-1,-1,-1,-1,-1,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,56,3,0,0,0,1,0,0,0,0,0,0,43,0,-1,-1,-1,-1,-1,-1,0,0,0,1
5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,70,3,0,0,0,7,0,0,2,0,0,0,48,10,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,6,0,0,0,1,0,0,24,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,3,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,6,0,1,1,0,0,0,0,0,0,0,1,2,1,103,2,0,0,0,3,0,0,1,0,0,0,40,14,0,0,0,0,0,2,0,0,0,1
2,2,1,5,0,0,0,0,0,5,0,0,0,0,0,0,1,406,2,0,0,0,5,0,0,0,2,1,0,391,352,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,8,0,0,1,0,1,0,14,13,-1,-1,-1,-1,-1,-1,0,0,0,1
3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,1,0,0,5,0,0,2,0,0,0,39,0,-1,-1,-1,-1,-1,-1,0,0,0,1
4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,94,3,0,0,0,3,0,0,1,0,0,0,30,10,0,0,0,0,0,0,0,0,0,1
4,1,1,3,0,2,0,0,0,0,0,0,0,0,0,3,2,148,1,0,0,0,1,0,0,2,1,0,3,74,30,1,0,1,0,0,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,0,7,0,0,0,0,4,0,32,26,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,110,2,0,0,0,6,0,0,1,0,0,0,23,8,0,0,3,0,0,0,0,1,0,1
2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,66,1,0,0,0,5,0,0,1,0,0,0,10,9,0,6,0,3,0,0,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,6,0,0,0,0,0,0,16,9,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,36,3,0,0,0,6,0,0,0,0,0,0,15,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,4,0,0,0,0,0,0,13,0,-1,-1,-1,-1,-1,-1,0,1,0,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0,0,0,1,0,0,0,0,0,0,8,7,0,1,0,0,0,0,0,1,1,1
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,2,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,5,0,0,0,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,6,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4,0,0,0,8,0,0,0,0,0,0,7,6,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,6,0,0,0,0,0,0,31,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,2,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,2,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,5,0,0,1,1,0,0,35,10,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
